-2.94524	-2.94524	0.19635
-2.94524	-2.94524	0.589049
-2.94524	-2.94524	0.981748
-2.94524	-2.94524	1.37445
-2.94524	-2.94524	1.76715
-2.94524	-2.94524	2.15985
-2.94524	-2.94524	2.55255
-2.94524	-2.94524	2.94525
-2.94524	-2.94524	3.33794
-2.94524	-2.94524	3.73064
-2.94524	-2.94524	4.12334
-2.94524	-2.94524	4.51604
-2.94524	-2.94524	4.90874
-2.94524	-2.94524	5.30144
-2.94524	-2.94524	5.69414
-2.94524	-2.94524	6.08684
-2.94524	-2.55254	0.19635
-2.94524	-2.55254	0.589049
-2.94524	-2.55254	0.981748
-2.94524	-2.55254	1.37445
-2.94524	-2.55254	1.76715
-2.94524	-2.55254	2.15985
-2.94524	-2.55254	2.55255
-2.94524	-2.55254	2.94525
-2.94524	-2.55254	3.33794
-2.94524	-2.55254	3.73064
-2.94524	-2.55254	4.12334
-2.94524	-2.55254	4.51604
-2.94524	-2.55254	4.90874
-2.94524	-2.55254	5.30144
-2.94524	-2.55254	5.69414
-2.94524	-2.55254	6.08684
-2.94524	-2.15984	0.19635
-2.94524	-2.15984	0.589049
-2.94524	-2.15984	0.981748
-2.94524	-2.15984	1.37445
-2.94524	-2.15984	1.76715
-2.94524	-2.15984	2.15985
-2.94524	-2.15984	2.55255
-2.94524	-2.15984	2.94525
-2.94524	-2.15984	3.33794
-2.94524	-2.15984	3.73064
-2.94524	-2.15984	4.12334
-2.94524	-2.15984	4.51604
-2.94524	-2.15984	4.90874
-2.94524	-2.15984	5.30144
-2.94524	-2.15984	5.69414
-2.94524	-2.15984	6.08684
-2.94524	-1.76714	0.19635
-2.94524	-1.76714	0.589049
-2.94524	-1.76714	0.981748
-2.94524	-1.76714	1.37445
-2.94524	-1.76714	1.76715
-2.94524	-1.76714	2.15985
-2.94524	-1.76714	2.55255
-2.94524	-1.76714	2.94525
-2.94524	-1.76714	3.33794
-2.94524	-1.76714	3.73064
-2.94524	-1.76714	4.12334
-2.94524	-1.76714	4.51604
-2.94524	-1.76714	4.90874
-2.94524	-1.76714	5.30144
-2.94524	-1.76714	5.69414
-2.94524	-1.76714	6.08684
-2.94524	-1.37445	0.19635
-2.94524	-1.37445	0.589049
-2.94524	-1.37445	0.981748
-2.94524	-1.37445	1.37445
-2.94524	-1.37445	1.76715
-2.94524	-1.37445	2.15985
-2.94524	-1.37445	2.55255
-2.94524	-1.37445	2.94525
-2.94524	-1.37445	3.33794
-2.94524	-1.37445	3.73064
-2.94524	-1.37445	4.12334
-2.94524	-1.37445	4.51604
-2.94524	-1.37445	4.90874
-2.94524	-1.37445	5.30144
-2.94524	-1.37445	5.69414
-2.94524	-1.37445	6.08684
-2.94524	-0.981747	0.19635
-2.94524	-0.981747	0.589049
-2.94524	-0.981747	0.981748
-2.94524	-0.981747	1.37445
-2.94524	-0.981747	1.76715
-2.94524	-0.981747	2.15985
-2.94524	-0.981747	2.55255
-2.94524	-0.981747	2.94525
-2.94524	-0.981747	3.33794
-2.94524	-0.981747	3.73064
-2.94524	-0.981747	4.12334
-2.94524	-0.981747	4.51604
-2.94524	-0.981747	4.90874
-2.94524	-0.981747	5.30144
-2.94524	-0.981747	5.69414
-2.94524	-0.981747	6.08684
-2.94524	-0.589048	0.19635
-2.94524	-0.589048	0.589049
-2.94524	-0.589048	0.981748
-2.94524	-0.589048	1.37445
-2.94524	-0.589048	1.76715
-2.94524	-0.589048	2.15985
-2.94524	-0.589048	2.55255
-2.94524	-0.589048	2.94525
-2.94524	-0.589048	3.33794
-2.94524	-0.589048	3.73064
-2.94524	-0.589048	4.12334
-2.94524	-0.589048	4.51604
-2.94524	-0.589048	4.90874
-2.94524	-0.589048	5.30144
-2.94524	-0.589048	5.69414
-2.94524	-0.589048	6.08684
-2.94524	-0.196349	0.19635
-2.94524	-0.196349	0.589049
-2.94524	-0.196349	0.981748
-2.94524	-0.196349	1.37445
-2.94524	-0.196349	1.76715
-2.94524	-0.196349	2.15985
-2.94524	-0.196349	2.55255
-2.94524	-0.196349	2.94525
-2.94524	-0.196349	3.33794
-2.94524	-0.196349	3.73064
-2.94524	-0.196349	4.12334
-2.94524	-0.196349	4.51604
-2.94524	-0.196349	4.90874
-2.94524	-0.196349	5.30144
-2.94524	-0.196349	5.69414
-2.94524	-0.196349	6.08684
-2.94524	0.196349	0.19635
-2.94524	0.196349	0.589049
-2.94524	0.196349	0.981748
-2.94524	0.196349	1.37445
-2.94524	0.196349	1.76715
-2.94524	0.196349	2.15985
-2.94524	0.196349	2.55255
-2.94524	0.196349	2.94525
-2.94524	0.196349	3.33794
-2.94524	0.196349	3.73064
-2.94524	0.196349	4.12334
-2.94524	0.196349	4.51604
-2.94524	0.196349	4.90874
-2.94524	0.196349	5.30144
-2.94524	0.196349	5.69414
-2.94524	0.196349	6.08684
-2.94524	0.589048	0.19635
-2.94524	0.589048	0.589049
-2.94524	0.589048	0.981748
-2.94524	0.589048	1.37445
-2.94524	0.589048	1.76715
-2.94524	0.589048	2.15985
-2.94524	0.589048	2.55255
-2.94524	0.589048	2.94525
-2.94524	0.589048	3.33794
-2.94524	0.589048	3.73064
-2.94524	0.589048	4.12334
-2.94524	0.589048	4.51604
-2.94524	0.589048	4.90874
-2.94524	0.589048	5.30144
-2.94524	0.589048	5.69414
-2.94524	0.589048	6.08684
-2.94524	0.981747	0.19635
-2.94524	0.981747	0.589049
-2.94524	0.981747	0.981748
-2.94524	0.981747	1.37445
-2.94524	0.981747	1.76715
-2.94524	0.981747	2.15985
-2.94524	0.981747	2.55255
-2.94524	0.981747	2.94525
-2.94524	0.981747	3.33794
-2.94524	0.981747	3.73064
-2.94524	0.981747	4.12334
-2.94524	0.981747	4.51604
-2.94524	0.981747	4.90874
-2.94524	0.981747	5.30144
-2.94524	0.981747	5.69414
-2.94524	0.981747	6.08684
-2.94524	1.37445	0.19635
-2.94524	1.37445	0.589049
-2.94524	1.37445	0.981748
-2.94524	1.37445	1.37445
-2.94524	1.37445	1.76715
-2.94524	1.37445	2.15985
-2.94524	1.37445	2.55255
-2.94524	1.37445	2.94525
-2.94524	1.37445	3.33794
-2.94524	1.37445	3.73064
-2.94524	1.37445	4.12334
-2.94524	1.37445	4.51604
-2.94524	1.37445	4.90874
-2.94524	1.37445	5.30144
-2.94524	1.37445	5.69414
-2.94524	1.37445	6.08684
-2.94524	1.76714	0.19635
-2.94524	1.76714	0.589049
-2.94524	1.76714	0.981748
-2.94524	1.76714	1.37445
-2.94524	1.76714	1.76715
-2.94524	1.76714	2.15985
-2.94524	1.76714	2.55255
-2.94524	1.76714	2.94525
-2.94524	1.76714	3.33794
-2.94524	1.76714	3.73064
-2.94524	1.76714	4.12334
-2.94524	1.76714	4.51604
-2.94524	1.76714	4.90874
-2.94524	1.76714	5.30144
-2.94524	1.76714	5.69414
-2.94524	1.76714	6.08684
-2.94524	2.15984	0.19635
-2.94524	2.15984	0.589049
-2.94524	2.15984	0.981748
-2.94524	2.15984	1.37445
-2.94524	2.15984	1.76715
-2.94524	2.15984	2.15985
-2.94524	2.15984	2.55255
-2.94524	2.15984	2.94525
-2.94524	2.15984	3.33794
-2.94524	2.15984	3.73064
-2.94524	2.15984	4.12334
-2.94524	2.15984	4.51604
-2.94524	2.15984	4.90874
-2.94524	2.15984	5.30144
-2.94524	2.15984	5.69414
-2.94524	2.15984	6.08684
-2.94524	2.55254	0.19635
-2.94524	2.55254	0.589049
-2.94524	2.55254	0.981748
-2.94524	2.55254	1.37445
-2.94524	2.55254	1.76715
-2.94524	2.55254	2.15985
-2.94524	2.55254	2.55255
-2.94524	2.55254	2.94525
-2.94524	2.55254	3.33794
-2.94524	2.55254	3.73064
-2.94524	2.55254	4.12334
-2.94524	2.55254	4.51604
-2.94524	2.55254	4.90874
-2.94524	2.55254	5.30144
-2.94524	2.55254	5.69414
-2.94524	2.55254	6.08684
-2.94524	2.94524	0.19635
-2.94524	2.94524	0.589049
-2.94524	2.94524	0.981748
-2.94524	2.94524	1.37445
-2.94524	2.94524	1.76715
-2.94524	2.94524	2.15985
-2.94524	2.94524	2.55255
-2.94524	2.94524	2.94525
-2.94524	2.94524	3.33794
-2.94524	2.94524	3.73064
-2.94524	2.94524	4.12334
-2.94524	2.94524	4.51604
-2.94524	2.94524	4.90874
-2.94524	2.94524	5.30144
-2.94524	2.94524	5.69414
-2.94524	2.94524	6.08684
-2.55254	-2.94524	0.19635
-2.55254	-2.94524	0.589049
-2.55254	-2.94524	0.981748
-2.55254	-2.94524	1.37445
-2.55254	-2.94524	1.76715
-2.55254	-2.94524	2.15985
-2.55254	-2.94524	2.55255
-2.55254	-2.94524	2.94525
-2.55254	-2.94524	3.33794
-2.55254	-2.94524	3.73064
-2.55254	-2.94524	4.12334
-2.55254	-2.94524	4.51604
-2.55254	-2.94524	4.90874
-2.55254	-2.94524	5.30144
-2.55254	-2.94524	5.69414
-2.55254	-2.94524	6.08684
-2.55254	-2.55254	0.19635
-2.55254	-2.55254	0.589049
-2.55254	-2.55254	0.981748
-2.55254	-2.55254	1.37445
-2.55254	-2.55254	1.76715
-2.55254	-2.55254	2.15985
-2.55254	-2.55254	2.55255
-2.55254	-2.55254	2.94525
-2.55254	-2.55254	3.33794
-2.55254	-2.55254	3.73064
-2.55254	-2.55254	4.12334
-2.55254	-2.55254	4.51604
-2.55254	-2.55254	4.90874
-2.55254	-2.55254	5.30144
-2.55254	-2.55254	5.69414
-2.55254	-2.55254	6.08684
-2.55254	-2.15984	0.19635
-2.55254	-2.15984	0.589049
-2.55254	-2.15984	0.981748
-2.55254	-2.15984	1.37445
-2.55254	-2.15984	1.76715
-2.55254	-2.15984	2.15985
-2.55254	-2.15984	2.55255
-2.55254	-2.15984	2.94525
-2.55254	-2.15984	3.33794
-2.55254	-2.15984	3.73064
-2.55254	-2.15984	4.12334
-2.55254	-2.15984	4.51604
-2.55254	-2.15984	4.90874
-2.55254	-2.15984	5.30144
-2.55254	-2.15984	5.69414
-2.55254	-2.15984	6.08684
-2.55254	-1.76714	0.19635
-2.55254	-1.76714	0.589049
-2.55254	-1.76714	0.981748
-2.55254	-1.76714	1.37445
-2.55254	-1.76714	1.76715
-2.55254	-1.76714	2.15985
-2.55254	-1.76714	2.55255
-2.55254	-1.76714	2.94525
-2.55254	-1.76714	3.33794
-2.55254	-1.76714	3.73064
-2.55254	-1.76714	4.12334
-2.55254	-1.76714	4.51604
-2.55254	-1.76714	4.90874
-2.55254	-1.76714	5.30144
-2.55254	-1.76714	5.69414
-2.55254	-1.76714	6.08684
-2.55254	-1.37445	0.19635
-2.55254	-1.37445	0.589049
-2.55254	-1.37445	0.981748
-2.55254	-1.37445	1.37445
-2.55254	-1.37445	1.76715
-2.55254	-1.37445	2.15985
-2.55254	-1.37445	2.55255
-2.55254	-1.37445	2.94525
-2.55254	-1.37445	3.33794
-2.55254	-1.37445	3.73064
-2.55254	-1.37445	4.12334
-2.55254	-1.37445	4.51604
-2.55254	-1.37445	4.90874
-2.55254	-1.37445	5.30144
-2.55254	-1.37445	5.69414
-2.55254	-1.37445	6.08684
-2.55254	-0.981747	0.19635
-2.55254	-0.981747	0.589049
-2.55254	-0.981747	0.981748
-2.55254	-0.981747	1.37445
-2.55254	-0.981747	1.76715
-2.55254	-0.981747	2.15985
-2.55254	-0.981747	2.55255
-2.55254	-0.981747	2.94525
-2.55254	-0.981747	3.33794
-2.55254	-0.981747	3.73064
-2.55254	-0.981747	4.12334
-2.55254	-0.981747	4.51604
-2.55254	-0.981747	4.90874
-2.55254	-0.981747	5.30144
